生徒ID,請求情報ID,支払日時,支払金額,合計,差引,10月売上,11月売上,12月売上,01月売上,02月売上,03月売上
S00000003970,2840711,"2025-11-09 03:18:49",11880,11880,0,0,8712,3168,0,0,0
S00000004195,2849220,"2025-11-17 03:16:30",11880,11880,0,0,5544,6336,0,0,0
S00000004208,2848825,"2025-11-16 03:31:18",13365,13365,0,0,6683,6682,0,0,0
S00000004208,2848826,"2025-11-16 03:31:18",0,0,0,0,0,0,0,0,0
S00000004324,2856357,"2025-11-23 03:28:36",20377,20377,0,0,5434,14943,0,0,0
S00000004324,2856358,"2025-11-23 03:28:36",0,0,0,0,0,0,0,0,0
S00000004330,2850424,"2025-11-18 03:20:57",11880,11880,0,0,5148,6732,0,0,0
S00000004338,2833082,"2025-11-02 03:27:36",11880,11880,0,0,11484,396,0,0,0
S00000004338,2833083,"2025-11-02 03:27:40",990,990,0,0,957,33,0,0,0
S00000004536,2859282,"2025-11-26 03:16:29",11880,11880,0,0,1980,9900,0,0,0
S00000004733,2862513,"2025-11-28 03:27:57",11880,11880,0,0,1188,10692,0,0,0
S00000004744,2855278,"2025-11-22 03:20:36",11880,11880,0,0,3564,8316,0,0,0
S00000004899,2865058,"2025-11-30 03:38:03",11880,11880,0,0,384,11496,0,0,0
S00000004967,2842647,"2025-11-11 03:21:09",11880,11880,0,0,7920,3960,0,0,0
S00000005072,2856789,"2025-11-24 03:21:59",11880,11880,0,0,2772,9108,0,0,0
S00000005152,2840683,"2025-11-09 03:17:28",11880,11880,0,0,8712,3168,0,0,0
S00000005156,2840671,"2025-11-09 03:16:50",11880,11880,0,0,8712,3168,0,0,0
S00000005184,2839266,"2025-11-07 03:33:14",13365,13365,0,0,10692,2673,0,0,0
S00000005184,2839267,"2025-11-07 03:33:14",0,0,0,0,0,0,0,0,0
S00000005392,2834112,"2025-11-03 03:28:42",13365,13365,0,0,12474,891,0,0,0
S00000005392,2834113,"2025-11-03 03:28:42",0,0,0,0,0,0,0,0,0
S00000005756,2837681,"2025-11-06 03:33:31",14107,14107,0,0,11756,2351,0,0,0
S00000005756,2837682,"2025-11-06 03:33:31",0,0,0,0,0,0,0,0,0
S00000005932,2852598,"2025-11-20 03:18:25",11880,11880,0,0,4356,7524,0,0,0
S00000005932,2852599,"2025-11-20 03:18:28",990,990,0,0,363,627,0,0,0
S00000006166,2865045,"2025-11-30 03:37:27",11880,11880,0,0,384,11496,0,0,0
S00000006203,2835845,"2025-11-05 03:21:44",11880,11880,0,0,10296,1584,0,0,0
S00000006300,2835808,"2025-11-05 03:19:31",11880,11880,0,0,10296,1584,0,0,0
S00000006601,2831026,"2025-11-01 03:36:39",11880,11880,0,0,11880,0,0,0,0
S00000006681,2855626,"2025-11-22 03:34:04",11880,11880,0,0,3564,8316,0,0,0
S00000006725,2864067,"2025-11-29 03:23:26",11880,11880,0,0,792,11088,0,0,0
S00000007008,2846616,"2025-11-14 03:17:05",11880,11880,0,0,6732,5148,0,0,0
S00000007069,2833376,"2025-11-02 03:38:56",13365,13365,0,0,12920,445,0,0,0
S00000007069,2833377,"2025-11-02 03:38:56",0,0,0,0,0,0,0,0,0
S00000007071,2841082,"2025-11-09 03:33:50",13365,13365,0,0,9801,3564,0,0,0
S00000007071,2841083,"2025-11-09 03:33:51",0,0,0,0,0,0,0,0,0
S00000007144,2833415,"2025-11-02 03:40:14",13365,13365,0,0,12920,445,0,0,0
S00000007144,2833416,"2025-11-02 03:40:14",0,0,0,0,0,0,0,0,0
S00000007178,2837243,"2025-11-06 03:16:02",13365,13365,0,0,11138,2227,0,0,0
S00000007178,2837244,"2025-11-06 03:16:03",0,0,0,0,0,0,0,0,0
S00000007185,2856668,"2025-11-24 03:16:03",11880,11880,0,0,2772,9108,0,0,0
S00000007186,2852827,"2025-11-20 03:28:42",13365,13365,0,0,4901,8464,0,0,0
S00000007186,2852828,"2025-11-20 03:28:43",0,0,0,0,0,0,0,0,0
S00000007376,2841016,"2025-11-09 03:31:47",12622,12622,0,0,9257,3365,0,0,0
S00000007376,2841017,"2025-11-09 03:31:47",0,0,0,0,0,0,0,0,0
S00000007498,2846679,"2025-11-14 03:21:02",11880,11880,0,0,6732,5148,0,0,0
S00000007537,2843796,"2025-11-12 03:17:58",11880,11880,0,0,7524,4356,0,0,0
S00000007602,2833905,"2025-11-03 03:18:13",11880,11880,0,0,11088,792,0,0,0
S00000007641,2855211,"2025-11-22 03:17:03",11880,11880,0,0,3564,8316,0,0,0
S00000007678,2846058,"2025-11-13 03:28:06",12622,12622,0,0,7574,5048,0,0,0
S00000007678,2846059,"2025-11-13 03:28:07",0,0,0,0,0,0,0,0,0
S00000007678,2857495,"2025-11-25 03:27:35",19800,19800,0,0,3960,15840,0,0,0
S00000007728,2848730,"2025-11-16 03:27:56",17820,17820,0,0,8910,8910,0,0,0
S00000007811,2848554,"2025-11-16 03:20:03",11880,11880,0,0,5940,5940,0,0,0
S00000007821,2848281,"2025-11-15 03:34:00",14107,14107,0,0,7524,6583,0,0,0
S00000007821,2848282,"2025-11-15 03:34:01",0,0,0,0,0,0,0,0,0
S00000007907,2847911,"2025-11-15 03:21:02",11880,11880,0,0,6336,5544,0,0,0
S00000008095,2842576,"2025-11-11 03:16:50",11880,11880,0,0,7920,3960,0,0,0
S00000008104,2843133,"2025-11-11 03:38:33",14850,14850,0,0,9900,4950,0,0,0
S00000008104,2843134,"2025-11-11 03:38:34",0,0,0,0,0,0,0,0,0
S00000008104,2843135,"2025-11-11 03:38:36",19800,19800,0,0,13200,6600,0,0,0
S00000008246,2840687,"2025-11-09 03:17:42",11880,11880,0,0,8712,3168,0,0,0
S00000008301,2859666,"2025-11-26 03:32:38",20377,20377,0,0,3397,16980,0,0,0
S00000008301,2859667,"2025-11-26 03:32:38",0,0,0,0,0,0,0,0,0
S00000008492,2831027,"2025-11-01 03:36:41",11880,11880,0,0,11880,0,0,0,0
S00000008504,2834283,"2025-11-03 03:34:36",11880,11880,0,0,11088,792,0,0,0
S00000008639,2841387,"2025-11-10 03:17:26",11880,11880,0,0,8316,3564,0,0,0
S00000008649,2837514,"2025-11-06 03:27:14",14107,14107,0,0,11756,2351,0,0,0
S00000008649,2837515,"2025-11-06 03:27:14",0,0,0,0,0,0,0,0,0
S00000008649,2837516,"2025-11-06 03:27:16",19800,19800,0,0,16500,3300,0,0,0
S00000008691,2840442,"2025-11-08 03:39:12",14107,14107,0,0,10816,3291,0,0,0
S00000008691,2840443,"2025-11-08 03:39:12",0,0,0,0,0,0,0,0,0
S00000008695,2850289,"2025-11-17 23:07:46",0,0,0,0,0,0,0,0,0
S00000008695,2850290,"2025-11-17 23:07:47",14107,14107,0,0,6584,7523,0,0,0
S00000008695,2850921,"2025-11-18 08:10:39",-990,-990,0,0,-990,0,0,0,0
S00000008695,2846613,"2025-11-14 03:16:55",990,990,0,0,990,0,0,0,0
S00000008760,2837683,"2025-11-06 03:33:35",11880,11880,0,0,9900,1980,0,0,0
S00000008760,2837686,"2025-11-06 03:33:42",990,990,0,0,825,165,0,0,0
S00000008772,2853371,"2025-11-21 03:17:56",11880,11880,0,0,3960,7920,0,0,0
S00000008785,2859519,"2025-11-26 03:27:16",11880,11880,0,0,1980,9900,0,0,0
S00000008835,2833229,"2025-11-02 03:33:54",11880,11880,0,0,11484,396,0,0,0
S00000009019,2834357,"2025-11-03 03:37:04",11880,11880,0,0,11088,792,0,0,0
S00000009087,2865039,"2025-11-30 03:37:07",11880,11880,0,0,384,11496,0,0,0
S00000009097,2833525,"2025-11-02 03:43:45",14107,14107,0,0,13637,470,0,0,0
S00000009097,2833526,"2025-11-02 03:43:45",0,0,0,0,0,0,0,0,0
S00000009153,2835135,"2025-11-04 03:32:23",13365,13365,0,0,12029,1336,0,0,0
S00000009153,2835136,"2025-11-04 03:32:23",0,0,0,0,0,0,0,0,0
S00000009167,2853425,"2025-11-21 03:20:57",11880,11880,0,0,3960,7920,0,0,0
S00000009175,2831582,"2025-11-01 04:02:58",13365,13365,0,0,13365,0,0,0,0
S00000009175,2831583,"2025-11-01 04:02:59",0,0,0,0,0,0,0,0,0
S00000009193,2841690,"2025-11-10 03:30:49",14107,14107,0,0,9875,4232,0,0,0
S00000009193,2841691,"2025-11-10 03:30:49",0,0,0,0,0,0,0,0,0
S00000009359,2864730,"2025-11-30 03:26:09",12622,12622,0,0,421,12201,0,0,0
S00000009359,2864731,"2025-11-30 03:26:09",0,0,0,0,0,0,0,0,0
S00000009465,2837187,"2025-11-05 19:25:44",0,0,0,0,0,0,0,0,0
S00000009465,2837188,"2025-11-05 19:25:44",14107,14107,0,0,12227,1880,0,0,0
S00000009665,2856106,"2025-11-23 03:17:35",28215,28215,0,0,7524,20691,0,0,0
S00000009665,2856107,"2025-11-23 03:17:35",0,0,0,0,0,0,0,0,0
S00000009830,2861542,"2025-11-27 03:24:17",13365,13365,0,0,1782,11583,0,0,0
S00000009830,2861543,"2025-11-27 03:24:17",0,0,0,0,0,0,0,0,0
S00000009914,2846593,"2025-11-14 03:15:58",13365,13365,0,0,7574,5791,0,0,0
S00000009914,2846594,"2025-11-14 03:15:59",0,0,0,0,0,0,0,0,0
S00000009940,2856710,"2025-11-24 03:18:12",11880,11880,0,0,2772,9108,0,0,0
S00000009956,2846687,"2025-11-14 03:21:31",11880,11880,0,0,6732,5148,0,0,0
S00000010046,2849428,"2025-11-17 03:26:50",13365,13365,0,0,6237,7128,0,0,0
S00000010046,2849429,"2025-11-17 03:26:50",0,0,0,0,0,0,0,0,0
S00000010075,2831034,"2025-11-01 03:37:01",11880,11880,0,0,11880,0,0,0,0
S00000010134,2855275,"2025-11-22 03:20:25",11880,11880,0,0,3564,8316,0,0,0
S00000010150,2843737,"2025-11-12 03:15:25",14850,14850,0,0,9405,5445,0,0,0
S00000010150,2843738,"2025-11-12 03:15:25",0,0,0,0,0,0,0,0,0
S00000010150,2843739,"2025-11-12 03:15:29",19800,19800,0,0,12540,7260,0,0,0
S00000010180,2861527,"2025-11-27 03:23:43",13365,13365,0,0,1782,11583,0,0,0
S00000010180,2861528,"2025-11-27 03:23:44",0,0,0,0,0,0,0,0,0
S00000010190,2832448,"2025-11-01 04:32:35",19305,19305,0,0,19305,0,0,0,0
S00000010190,2832449,"2025-11-01 04:32:35",0,0,0,0,0,0,0,0,0
S00000010274,2834964,"2025-11-04 03:24:16",11880,11880,0,0,10692,1188,0,0,0
S00000010404,2857290,"2025-11-25 03:18:23",11880,11880,0,0,2376,9504,0,0,0
S00000010462,2855299,"2025-11-22 03:21:51",11880,11880,0,0,3564,8316,0,0,0
S00000010471,2837664,"2025-11-06 03:32:43",14107,14107,0,0,11756,2351,0,0,0
S00000010471,2837665,"2025-11-06 03:32:43",0,0,0,0,0,0,0,0,0
S00000010515,2846278,"2025-11-13 03:35:38",14107,14107,0,0,8465,5642,0,0,0
S00000010515,2846279,"2025-11-13 03:35:38",0,0,0,0,0,0,0,0,0
S00000010597,2851219,"2025-11-19 03:15:39",13365,13365,0,0,5346,8019,0,0,0
S00000010597,2851220,"2025-11-19 03:15:39",0,0,0,0,0,0,0,0,0
S00000010629,2864690,"2025-11-30 03:24:49",12622,12622,0,0,421,12201,0,0,0
S00000010629,2864691,"2025-11-30 03:24:49",0,0,0,0,0,0,0,0,0
S00000010654,2832054,"2025-11-01 04:19:15",14850,14850,0,0,14850,0,0,0,0
S00000010654,2832055,"2025-11-01 04:19:15",0,0,0,0,0,0,0,0,0
S00000010656,2862299,"2025-11-28 03:17:22",11880,11880,0,0,1188,10692,0,0,0
S00000010711,2852773,"2025-11-20 03:26:46",13365,13365,0,0,4901,8464,0,0,0
S00000010711,2852774,"2025-11-20 03:26:46",0,0,0,0,0,0,0,0,0
S00000010760,2848675,"2025-11-16 03:26:02",11880,11880,0,0,5940,5940,0,0,0
S00000010760,2848676,"2025-11-16 03:26:06",990,990,0,0,495,495,0,0,0
S00000010795,2839023,"2025-11-07 03:23:49",11880,11880,0,0,9504,2376,0,0,0
S00000010795,2839040,"2025-11-07 03:24:45",990,990,0,0,792,198,0,0,0
S00000010816,2847023,"2025-11-14 03:34:26",14107,14107,0,0,7994,6113,0,0,0
S00000010816,2847024,"2025-11-14 03:34:26",0,0,0,0,0,0,0,0,0
S00000010856,2845808,"2025-11-13 03:16:10",13365,13365,0,0,8019,5346,0,0,0
S00000010856,2845809,"2025-11-13 03:16:10",0,0,0,0,0,0,0,0,0
S00000011051,2837633,"2025-11-06 03:31:42",13365,13365,0,0,11138,2227,0,0,0
S00000011051,2837634,"2025-11-06 03:31:42",0,0,0,0,0,0,0,0,0
S00000011116,2831023,"2025-11-01 03:36:30",990,990,0,0,990,0,0,0,0
S00000011116,2831028,"2025-11-01 03:36:44",11880,11880,0,0,11880,0,0,0,0
S00000011226,2847899,"2025-11-15 03:20:17",11880,11880,0,0,6336,5544,0,0,0
S00000011295,2852998,"2025-11-20 03:34:26",14107,14107,0,0,5173,8934,0,0,0
S00000011295,2852999,"2025-11-20 03:34:26",0,0,0,0,0,0,0,0,0
S00000011392,2846568,"2025-11-14 03:15:09",14107,14107,0,0,7994,6113,0,0,0
S00000011392,2846569,"2025-11-14 03:15:09",0,0,0,0,0,0,0,0,0
S00000011393,2863960,"2025-11-29 03:17:29",11880,11880,0,0,792,11088,0,0,0
S00000011394,2832936,"2025-11-02 03:19:01",11880,11880,0,0,11484,396,0,0,0
S00000011420,2835762,"2025-11-05 03:17:07",11880,11880,0,0,10296,1584,0,0,0
S00000011426,2832918,"2025-11-02 03:18:13",11880,11880,0,0,11484,396,0,0,0
S00000011502,2841437,"2025-11-10 03:19:57",11880,11880,0,0,8316,3564,0,0,0
S00000011505,2835475,"2025-11-04 03:44:02",19305,19305,0,0,17375,1930,0,0,0
S00000011505,2835476,"2025-11-04 03:44:02",0,0,0,0,0,0,0,0,0
S00000011595,2851230,"2025-11-19 03:16:04",11880,11880,0,0,4752,7128,0,0,0
S00000011767,2842561,"2025-11-11 03:16:09",11880,11880,0,0,7920,3960,0,0,0
S00000011803,2851243,"2025-11-19 03:16:38",11880,11880,0,0,4752,7128,0,0,0
S00000011825,2846132,"2025-11-13 03:30:43",13365,13365,0,0,8019,5346,0,0,0
S00000011825,2846133,"2025-11-13 03:30:43",0,0,0,0,0,0,0,0,0
S00000012042,2838914,"2025-11-07 03:17:31",17820,17820,0,0,14256,3564,0,0,0
S00000012125,2847078,"2025-11-14 03:36:21",14107,14107,0,0,7994,6113,0,0,0
S00000012125,2847079,"2025-11-14 03:36:21",0,0,0,0,0,0,0,0,0
S00000012130,2863988,"2025-11-29 03:19:14",11880,11880,0,0,792,11088,0,0,0
S00000012133,2855687,"2025-11-22 03:36:09",14850,14850,0,0,4455,10395,0,0,0
S00000012133,2855688,"2025-11-22 03:36:09",0,0,0,0,0,0,0,0,0
S00000012157,2836005,"2025-11-05 03:29:34",12622,12622,0,0,10940,1682,0,0,0
S00000012157,2836006,"2025-11-05 03:29:34",0,0,0,0,0,0,0,0,0
S00000012174,2848022,"2025-11-15 03:25:15",13365,13365,0,0,7128,6237,0,0,0
S00000012174,2848023,"2025-11-15 03:25:15",0,0,0,0,0,0,0,0,0
S00000012206,2856090,"2025-11-23 03:16:46",11880,11880,0,0,3168,8712,0,0,0
S00000012317,2840596,"2025-11-08 18:36:53",0,0,0,0,0,0,0,0,0
S00000012317,2840597,"2025-11-08 18:36:54",7425,7425,0,0,5693,1732,0,0,0
S00000012594,2832513,"2025-11-01 04:34:52",14107,14107,0,0,14107,0,0,0,0
S00000012594,2832514,"2025-11-01 04:34:52",0,0,0,0,0,0,0,0,0
S00000012619,2843781,"2025-11-12 03:17:17",11880,11880,0,0,7524,4356,0,0,0
S00000012698,2845836,"2025-11-13 03:17:05",13365,13365,0,0,8019,5346,0,0,0
S00000012698,2845837,"2025-11-13 03:17:05",0,0,0,0,0,0,0,0,0
S00000012750,2841511,"2025-11-10 03:24:25",11880,11880,0,0,8316,3564,0,0,0
S00000012841,2842933,"2025-11-11 03:31:49",14107,14107,0,0,9405,4702,0,0,0
S00000012841,2842934,"2025-11-11 03:31:50",0,0,0,0,0,0,0,0,0
S00000012919,2833113,"2025-11-02 03:29:24",11880,11880,0,0,11484,396,0,0,0
S00000013015,2845948,"2025-11-13 03:23:24",11880,11880,0,0,7128,4752,0,0,0
S00000013048,2850854,"2025-11-18 03:37:19",14107,14107,0,0,6114,7993,0,0,0
S00000013048,2850855,"2025-11-18 03:37:20",0,0,0,0,0,0,0,0,0
S00000013076,2839922,"2025-11-08 03:18:14",11880,11880,0,0,9108,2772,0,0,0
S00000013104,2859724,"2025-11-26 03:34:44",14107,14107,0,0,2352,11755,0,0,0
S00000013104,2859725,"2025-11-26 03:34:44",0,0,0,0,0,0,0,0,0
S00000013197,2832946,"2025-11-02 03:19:37",17820,17820,0,0,17226,594,0,0,0
S00000013227,2856680,"2025-11-24 03:16:38",11880,11880,0,0,2772,9108,0,0,0
S00000013230,2832164,"2025-11-01 04:22:55",13365,13365,0,0,13365,0,0,0,0
S00000013230,2832165,"2025-11-01 04:22:55",0,0,0,0,0,0,0,0,0
S00000013239,2851159,"2025-11-18 20:50:40",0,0,0,0,0,0,0,0,0
S00000013239,2851160,"2025-11-18 20:50:41",7425,7425,0,0,3218,4207,0,0,0
S00000013279,2833484,"2025-11-02 03:42:26",14107,14107,0,0,13637,470,0,0,0
S00000013279,2833485,"2025-11-02 03:42:26",0,0,0,0,0,0,0,0,0
S00000013339,2837384,"2025-11-06 03:22:02",11880,11880,0,0,9900,1980,0,0,0
S00000013477,2862503,"2025-11-28 03:27:36",11880,11880,0,0,1188,10692,0,0,0
S00000013521,2835766,"2025-11-05 03:17:18",11880,11880,0,0,10296,1584,0,0,0
S00000013625,2840578,"2025-11-08 12:44:06",9900,9900,0,0,7590,2310,0,0,0
S00000013625,2856780,"2025-11-24 03:21:39",13365,13365,0,0,3119,10246,0,0,0
S00000013625,2856781,"2025-11-24 03:21:39",0,0,0,0,0,0,0,0,0
S00000013679,2849387,"2025-11-17 03:25:27",13365,13365,0,0,6237,7128,0,0,0
S00000013679,2849388,"2025-11-17 03:25:27",0,0,0,0,0,0,0,0,0
S00000013685,2841188,"2025-11-09 03:37:24",14107,14107,0,0,10346,3761,0,0,0
S00000013685,2841189,"2025-11-09 03:37:24",0,0,0,0,0,0,0,0,0
S00000013710,2831248,"2025-11-01 03:49:28",11880,11880,0,0,11880,0,0,0,0
S00000013721,2840218,"2025-11-08 03:31:43",11880,11880,0,0,9108,2772,0,0,0
S00000013733,2836167,"2025-11-05 03:34:54",13365,13365,0,0,11583,1782,0,0,0
S00000013733,2836168,"2025-11-05 03:34:54",0,0,0,0,0,0,0,0,0
S00000013770,2849190,"2025-11-17 03:15:20",13365,13365,0,0,6237,7128,0,0,0
S00000013770,2849191,"2025-11-17 03:15:20",0,0,0,0,0,0,0,0,0
S00000013885,2853744,"2025-11-21 03:33:10",14107,14107,0,0,4703,9404,0,0,0
S00000013885,2853745,"2025-11-21 03:33:10",0,0,0,0,0,0,0,0,0
S00000013973,2841424,"2025-11-10 03:19:11",11880,11880,0,0,8316,3564,0,0,0
S00000014120,2831789,"2025-11-01 04:10:09",11880,11880,0,0,11880,0,0,0,0
S00000014181,2849243,"2025-11-17 03:17:38",13365,13365,0,0,6237,7128,0,0,0
S00000014181,2849244,"2025-11-17 03:17:38",0,0,0,0,0,0,0,0,0
S00000014185,2848387,"2025-11-15 09:29:59",11880,11880,0,0,6336,5544,0,0,0
S00000014375,2865094,"2025-11-30 03:40:20",11880,11880,0,0,384,11496,0,0,0
S00000014391,2859541,"2025-11-26 03:28:05",13365,13365,0,0,2228,11137,0,0,0
S00000014391,2859542,"2025-11-26 03:28:05",0,0,0,0,0,0,0,0,0
S00000014424,2834322,"2025-11-03 03:35:57",13365,13365,0,0,12474,891,0,0,0
S00000014424,2834323,"2025-11-03 03:35:57",0,0,0,0,0,0,0,0,0
S00000014470,2856085,"2025-11-23 03:16:32",11880,11880,0,0,3168,8712,0,0,0
S00000014512,2849374,"2025-11-17 03:24:59",13365,13365,0,0,6237,7128,0,0,0
S00000014512,2849375,"2025-11-17 03:24:59",0,0,0,0,0,0,0,0,0
S00000014536,2863937,"2025-11-29 03:16:15",990,990,0,0,66,924,0,0,0
S00000014536,2864010,"2025-11-29 03:20:41",11880,11880,0,0,792,11088,0,0,0
S00000014553,2841204,"2025-11-09 03:37:54",14107,14107,0,0,10346,3761,0,0,0
S00000014553,2841205,"2025-11-09 03:37:54",0,0,0,0,0,0,0,0,0
S00000014611,2850862,"2025-11-18 03:37:35",14850,14850,0,0,6435,8415,0,0,0
S00000014611,2850863,"2025-11-18 03:37:35",0,0,0,0,0,0,0,0,0
S00000014618,2830865,"2025-11-01 03:27:22",11880,11880,0,0,11880,0,0,0,0
S00000014650,2835976,"2025-11-05 03:28:27",17820,17820,0,0,15444,2376,0,0,0
S00000014816,2832316,"2025-11-01 04:27:58",13365,13365,0,0,13365,0,0,0,0
S00000014816,2832317,"2025-11-01 04:27:58",0,0,0,0,0,0,0,0,0
S00000014849,2848856,"2025-11-16 03:32:20",13365,13365,0,0,6683,6682,0,0,0
