生徒ID,請求情報ID,支払日時,支払金額,合計,差引,08月売上,09月売上,10月売上,11月売上,12月売上,01月売上
S00000013685,2758330,"2025-09-09 21:45:28",7425,0,7425,0,0,0,0,0,0
S00000013710,2748052,"2025-09-01 03:46:26",11880,0,11880,0,0,0,0,0,0
S00000013721,2756618,"2025-09-08 03:32:55",11880,0,11880,0,0,0,0,0,0
S00000013733,2754085,"2025-09-05 03:37:14",14107,0,14107,0,0,0,0,0,0
S00000013733,2754086,"2025-09-05 03:37:14",0,0,0,0,0,0,0,0,0
S00000013770,2765793,"2025-09-17 03:15:25",13365,0,13365,0,0,0,0,0,0
S00000013770,2765794,"2025-09-17 03:15:26",0,0,0,0,0,0,0,0,0
S00000013868,2749178,"2025-09-01 04:25:40",14850,0,14850,0,0,0,0,0,0
S00000013868,2749179,"2025-09-01 04:25:40",0,0,0,0,0,0,0,0,0
S00000013885,2772664,"2025-09-21 03:35:56",14107,0,14107,0,0,0,0,0,0
S00000013885,2772665,"2025-09-21 03:35:56",0,0,0,0,0,0,0,0,0
S00000013973,2758451,"2025-09-10 03:19:05",11880,0,11880,0,0,0,0,0,0
S00000014120,2748663,"2025-09-01 04:08:42",11880,0,11880,0,0,0,0,0,0
S00000014181,2765849,"2025-09-17 03:18:14",13365,0,13365,0,0,0,0,0,0
S00000014181,2765850,"2025-09-17 03:18:14",0,0,0,0,0,0,0,0,0
S00000014185,2762607,"2025-09-15 03:20:47",11880,0,11880,0,0,0,0,0,0
S00000014267,2754376,"2025-09-05 12:25:27",0,0,0,0,0,0,0,0,0
S00000014267,2754377,"2025-09-05 12:25:27",14850,0,14850,0,0,0,0,0,0
S00000014375,2790681,"2025-09-30 03:39:45",11880,0,11880,0,0,0,0,0,0
S00000014391,2783576,"2025-09-26 03:29:26",13365,0,13365,0,0,0,0,0,0
S00000014391,2783577,"2025-09-26 03:29:26",0,0,0,0,0,0,0,0,0
S00000014424,2751824,"2025-09-03 03:37:44",13365,0,13365,0,0,0,0,0,0
S00000014424,2751825,"2025-09-03 03:37:44",0,0,0,0,0,0,0,0,0
S00000014470,2776251,"2025-09-23 03:16:23",11880,0,11880,0,0,0,0,0,0
S00000014484,2766325,"2025-09-17 03:37:09",14107,0,14107,0,0,0,0,0,0
S00000014484,2766326,"2025-09-17 03:37:09",0,0,0,0,0,0,0,0,0
S00000014512,2765993,"2025-09-17 03:26:07",13365,0,13365,0,0,0,0,0,0
S00000014512,2765994,"2025-09-17 03:26:07",0,0,0,0,0,0,0,0,0
S00000014536,2788594,"2025-09-29 03:16:15",990,0,990,0,0,0,0,0,0
S00000014536,2788679,"2025-09-29 03:21:12",11880,0,11880,0,0,0,0,0,0
S00000014611,2769083,"2025-09-18 22:32:46",0,0,0,0,0,0,0,0,0
S00000014611,2769084,"2025-09-18 22:32:46",14850,0,14850,0,0,0,0,0,0
S00000014618,2747634,"2025-09-01 03:22:55",11880,0,11880,0,0,0,0,0,0
S00000014643,2783700,"2025-09-26 03:33:43",14107,0,14107,0,0,0,0,0,0
S00000014643,2783701,"2025-09-26 03:33:43",0,0,0,0,0,0,0,0,0
S00000014650,2753854,"2025-09-05 03:29:12",17820,0,17820,0,0,0,0,0,0
S00000014816,2749373,"2025-09-01 05:42:00",0,0,0,0,0,0,0,0,0
S00000014816,2749374,"2025-09-01 05:42:00",13365,0,13365,0,0,0,0,0,0
